Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,PolicyNumber,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy,FraudFound,ClaimedAmount
Dec,3,Saturday,Mazda,Urban,Jan,4,Male,Single,41,Policy Holder,Sedan - Liability,0,1,8806,11,400,2,more than 30,more than 30,2 to 4,5 years,No,No,External,none,no change,1 vehicle,1995,0,0,6151
Jun,2,Saturday,Pontiac,Urban,Jun,4,Male,Married,64,Policy Holder,Sedan - Liability,0,0,8807,9,400,4,more than 30,more than 30,2 to 4,7 years,No,No,External,1 to 2,no change,1 vehicle,1995,0,0,5549
Feb,3,Monday,Pontiac,Urban,Feb,3,Male,Married,52,Third Party,Sedan - All Perils,1,0,8808,14,400,3,more than 30,more than 30,none,more than 7,No,No,External,more than 5,no change,1 vehicle,1995,1,0,5661
Mar,1,Wednesday,Pontiac,Urban,Mar,1,Male,Single,35,Policy Holder,Sedan - Liability,0,2,8809,3,400,2,more than 30,more than 30,more than 4,6 years,No,No,External,none,no change,1 vehicle,1995,0,0,6803
Feb,3,Sunday,Pontiac,Urban,Feb,4,Female,Single,35,Policy Holder,Sedan - Liability,0,1,8810,6,400,1,more than 30,more than 30,2 to 4,6 years,No,No,External,none,no change,1 vehicle,1995,0,0,5929
Mar,5,Tuesday,Toyota,Urban,Apr,1,Male,Married,34,Third Party,Sedan - All Perils,1,1,8811,15,400,3,more than 30,more than 30,1,6 years,No,No,External,none,no change,1 vehicle,1995,1,0,5561
Mar,4,Tuesday,Mazda,Urban,Mar,4,Male,Married,44,Policy Holder,Sedan - Liability,0,2,8812,2,400,1,more than 30,more than 30,more than 4,6 years,No,No,External,none,no change,1 vehicle,1995,0,0,5050
Jun,2,Friday,Pontiac,Urban,Jun,2,Female,Single,38,Policy Holder,Sedan - Liability,0,1,8813,11,400,3,more than 30,more than 30,more than 4,6 years,No,No,External,none,no change,1 vehicle,1995,0,0,5683
Nov,4,Friday,Honda,Urban,Dec,2,Male,Married,28,Policy Holder,Sedan - Liability,0,1,8814,10,400,2,more than 30,more than 30,2 to 4,6 years,No,No,External,3 to 5,no change,1 vehicle,1995,0,0,4989
Oct,4,Monday,Pontiac,Urban,Nov,3,Male,Single,27,Policy Holder,Sedan - All Perils,1,1,8815,9,400,3,more than 30,more than 30,2 to 4,5 years,No,No,External,3 to 5,no change,1 vehicle,1995,1,0,6342
Jun,3,Thursday,Pontiac,Urban,Jun,3,Male,Single,46,Third Party,Sedan - Collision,1,5,8816,15,400,3,more than 30,more than 30,none,more than 7,No,No,External,more than 5,no change,3 to 4,1995,2,0,6161
Mar,1,Wednesday,Mazda,Urban,Mar,1,Male,Married,33,Third Party,Sedan - Collision,1,5,8817,2,400,2,more than 30,more than 30,2 to 4,7 years,No,No,External,none,no change,1 vehicle,1995,2,0,5005
Dec,4,Sunday,Pontiac,Rural,Dec,5,Male,Single,25,Third Party,Sedan - Collision,1,1,8818,1,400,2,more than 30,more than 30,1,5 years,No,No,External,none,no change,1 vehicle,1995,2,0,6305
Apr,1,Thursday,Mazda,Urban,Apr,3,Male,Single,27,Policy Holder,Sedan - Collision,1,2,8819,12,400,3,more than 30,more than 30,2 to 4,7 years,No,No,External,3 to 5,no change,1 vehicle,1995,2,0,5175
Jul,1,Monday,Pontiac,Urban,Jul,2,Male,Married,49,Policy Holder,Sedan - Liability,0,2,8820,2,400,4,more than 30,more than 30,2 to 4,more than 7,No,No,External,more than 5,no change,1 vehicle,1995,0,0,4484
Aug,2,Friday,Mazda,Urban,Aug,4,Male,Married,40,Third Party,Sedan - All Perils,1,1,8821,4,400,3,more than 30,more than 30,none,6 years,No,No,External,more than 5,4 to 8 years,2 vehicles,1995,1,0,5152
Aug,2,Wednesday,Toyota,Urban,Nov,1,Male,Married,47,Policy Holder,Sedan - Collision,1,2,8822,2,400,3,more than 30,more than 30,1,7 years,Yes,No,External,3 to 5,no change,1 vehicle,1995,2,0,5552
Aug,3,Saturday,Mazda,Urban,Sep,1,Male,Married,33,Policy Holder,Sedan - Liability,0,1,8823,6,400,3,more than 30,more than 30,2 to 4,7 years,No,No,External,1 to 2,no change,1 vehicle,1995,0,0,5976
Feb,4,Wednesday,Honda,Urban,Mar,2,Male,Single,36,Policy Holder,Sedan - Collision,1,2,8824,8,500,2,more than 30,more than 30,2 to 4,7 years,No,No,External,1 to 2,2 to 3 years,1 vehicle,1995,2,0,5233
Mar,3,Thursday,Pontiac,Urban,Aug,1,Male,Married,43,Policy Holder,Sedan - Liability,0,1,8825,3,400,2,more than 30,more than 30,more than 4,more than 7,No,No,External,1 to 2,no change,1 vehicle,1995,0,0,4236
Apr,5,Saturday,Toyota,Urban,May,1,Male,Married,47,Policy Holder,Sedan - Liability,0,5,8826,13,400,3,more than 30,more than 30,1,more than 7,No,No,External,more than 5,no change,1 vehicle,1995,0,0,4935
Apr,4,Friday,Toyota,Urban,Apr,4,Male,Married,53,Third Party,Sedan - Liability,0,2,8827,12,400,1,more than 30,more than 30,1,more than 7,No,No,External,more than 5,no change,1 vehicle,1995,0,0,4553
Apr,4,Sunday,Toyota,Urban,May,1,Male,Single,24,Policy Holder,Sedan - All Perils,1,1,8828,6,400,4,more than 30,more than 30,2 to 4,4 years,No,No,External,more than 5,1 year,1 vehicle,1995,1,0,7108
Apr,2,Thursday,Toyota,Urban,Apr,2,Male,Married,51,Policy Holder,Sedan - Liability,0,0,8829,9,400,4,more than 30,more than 30,more than 4,more than 7,No,No,External,more than 5,no change,1 vehicle,1995,0,0,3954
May,5,Saturday,Chevrolet,Rural,Jun,1,Male,Married,60,Third Party,Sedan - All Perils,1,2,8830,12,400,4,more than 30,more than 30,none,7 years,No,No,External,3 to 5,no change,1 vehicle,1995,1,0,6776
Dec,4,Sunday,Honda,Urban,Feb,1,Male,Married,47,Policy Holder,Sedan - Collision,1,1,8831,12,400,1,more than 30,more than 30,2 to 4,more than 7,No,No,External,more than 5,no change,1 vehicle,1995,2,1,4376
Jul,4,Wednesday,Pontiac,Urban,Jul,4,Male,Married,51,Policy Holder,Sedan - Liability,0,1,8832,16,400,4,more than 30,more than 30,none,7 years,No,No,External,none,no change,1 vehicle,1995,0,0,5956
Jul,2,Friday,Chevrolet,Urban,Aug,1,Male,Single,25,Policy Holder,Sedan - Collision,1,1,8833,11,400,3,more than 30,more than 30,1,5 years,No,No,External,none,no change,1 vehicle,1995,2,0,6118
Oct,3,Saturday,Pontiac,Urban,Jan,4,Male,Married,55,Policy Holder,Sedan - Collision,1,2,8834,5,400,1,more than 30,more than 30,1,more than 7,No,No,External,none,no change,1 vehicle,1995,2,0,7158
Oct,3,Friday,Mazda,Urban,Oct,4,Female,Married,36,Policy Holder,Sedan - All Perils,1,2,8835,4,400,2,more than 30,more than 30,1,more than 7,No,No,External,none,no change,1 vehicle,1995,1,0,5227
Dec,2,Thursday,Honda,Rural,Dec,2,Male,Married,40,Third Party,Sedan - Collision,1,2,8836,13,700,4,more than 30,more than 30,2 to 4,7 years,No,No,External,more than 5,no change,1 vehicle,1995,2,0,6172
Feb,3,Tuesday,Toyota,Urban,Feb,5,Female,Married,47,Policy Holder,Sedan - Liability,0,1,8837,8,400,1,more than 30,more than 30,2 to 4,more than 7,No,No,External,none,no change,1 vehicle,1995,0,0,5632
Apr,4,Tuesday,VW,Urban,Jun,1,Female,Single,30,Policy Holder,Sedan - Liability,0,4,8838,4,400,1,more than 30,more than 30,more than 4,6 years,No,No,External,none,no change,1 vehicle,1995,0,0,5218
Apr,3,Friday,Pontiac,Urban,Apr,3,Female,Married,37,Third Party,Sedan - All Perils,1,1,8839,7,400,3,more than 30,more than 30,1,5 years,No,No,External,none,no change,1 vehicle,1995,1,0,5737
Dec,4,Monday,Toyota,Urban,Jan,1,Female,Married,26,Third Party,Sedan - All Perils,1,1,8840,13,400,2,more than 30,more than 30,1,5 years,No,No,External,none,no change,1 vehicle,1995,1,0,5914
Apr,3,Saturday,Honda,Urban,Apr,3,Male,Married,73,Policy Holder,Sedan - Liability,0,2,8841,16,400,1,more than 30,more than 30,more than 4,more than 7,No,No,External,3 to 5,no change,1 vehicle,1995,0,0,3809
Jul,1,Thursday,Toyota,Urban,Jul,2,Male,Married,46,Third Party,Sedan - All Perils,1,0,8842,4,400,2,more than 30,more than 30,none,6 years,No,No,External,none,4 to 8 years,2 vehicles,1995,1,0,5200
Aug,2,Saturday,Pontiac,Urban,Aug,4,Male,Married,50,Policy Holder,Sedan - All Perils,1,0,8843,9,400,2,more than 30,more than 30,none,more than 7,No,No,External,none,no change,1 vehicle,1995,1,0,6155
Jul,4,Wednesday,Toyota,Urban,Aug,2,Male,Married,55,Policy Holder,Sedan - All Perils,1,0,8844,8,400,4,more than 30,more than 30,none,more than 7,No,No,External,none,no change,1 vehicle,1995,1,0,8669
Apr,5,Thursday,Toyota,Urban,May,2,Male,Married,47,Policy Holder,Sedan - All Perils,1,1,8845,4,400,1,more than 30,more than 30,1,more than 7,No,No,External,more than 5,no change,1 vehicle,1995,1,0,6079
Dec,4,Monday,Pontiac,Urban,Dec,5,Male,Single,22,Policy Holder,Sedan - All Perils,1,1,8846,13,400,4,more than 30,more than 30,2 to 4,5 years,No,No,External,more than 5,no change,1 vehicle,1995,1,1,7058
Apr,4,Tuesday,Pontiac,Urban,Apr,4,Male,Married,44,Policy Holder,Sedan - Liability,0,2,8847,14,400,3,more than 30,more than 30,1,7 years,No,No,External,more than 5,no change,1 vehicle,1995,0,0,4054
Apr,4,Thursday,VW,Urban,Apr,4,Male,Single,28,Third Party,Sedan - Liability,0,2,8848,14,400,1,more than 30,more than 30,more than 4,6 years,No,No,External,more than 5,no change,1 vehicle,1995,0,0,4929
Dec,4,Monday,Honda,Urban,Jan,1,Male,Single,26,Third Party,Sedan - All Perils,1,5,8849,11,400,3,more than 30,more than 30,more than 4,6 years,No,No,External,1 to 2,no change,1 vehicle,1995,1,0,6942
Jul,5,Saturday,Pontiac,Urban,Aug,1,Male,Single,30,Policy Holder,Sedan - Liability,0,1,8850,7,400,2,more than 30,more than 30,2 to 4,3 years,No,No,External,none,no change,1 vehicle,1995,0,0,5031
Jul,4,Wednesday,Toyota,Urban,Jul,5,Female,Single,78,Third Party,Sedan - All Perils,1,0,8851,4,400,3,more than 30,more than 30,none,more than 7,No,No,External,1 to 2,no change,1 vehicle,1995,1,0,6416
Dec,4,Tuesday,Honda,Urban,Dec,5,Male,Married,37,Third Party,Sedan - All Perils,1,2,8852,13,400,2,more than 30,more than 30,2 to 4,7 years,No,No,External,none,no change,1 vehicle,1995,1,0,5515
Sep,3,Thursday,Ford,Urban,Sep,3,Female,Married,32,Policy Holder,Sedan - Collision,1,5,8853,2,400,4,more than 30,more than 30,1,6 years,No,No,External,more than 5,no change,1 vehicle,1995,2,0,4969
Sep,2,Friday,Chevrolet,Urban,Sep,3,Female,Divorced,32,Policy Holder,Sedan - Collision,1,1,8854,2,400,3,more than 30,more than 30,1,7 years,No,No,External,none,no change,1 vehicle,1995,2,0,5939
Dec,4,Tuesday,Pontiac,Urban,Jan,1,Male,Married,38,Policy Holder,Sedan - All Perils,1,1,8855,5,400,4,more than 30,more than 30,none,7 years,No,No,External,none,no change,1 vehicle,1995,1,1,5443
Dec,4,Tuesday,Pontiac,Urban,Feb,2,Female,Married,38,Third Party,Sedan - Collision,1,1,8856,9,400,3,more than 30,more than 30,2 to 4,7 years,No,No,External,none,no change,1 vehicle,1995,2,0,4868
Apr,5,Friday,Pontiac,Urban,May,3,Male,Married,59,Policy Holder,Sedan - Collision,1,2,8857,7,400,1,more than 30,more than 30,none,6 years,No,No,External,none,no change,3 to 4,1995,2,0,6443
Aug,2,Tuesday,Saab,Urban,Aug,3,Male,Married,30,Policy Holder,Sedan - Collision,1,1,8858,8,400,4,more than 30,more than 30,more than 4,6 years,No,No,External,none,no change,1 vehicle,1995,2,0,4847
Jul,2,Sunday,Chevrolet,Urban,Jul,2,Male,Married,55,Policy Holder,Sedan - Liability,0,1,8859,3,400,4,more than 30,more than 30,2 to 4,7 years,No,No,External,3 to 5,no change,1 vehicle,1995,0,0,7405
Jul,2,Saturday,Toyota,Urban,Jul,2,Male,Married,38,Policy Holder,Sedan - Collision,1,1,8860,10,400,4,more than 30,more than 30,2 to 4,7 years,No,No,External,more than 5,no change,1 vehicle,1995,2,0,4708
Dec,4,Tuesday,Chevrolet,Urban,Dec,4,Male,Married,46,Policy Holder,Sedan - Liability,0,1,8861,11,400,4,more than 30,more than 30,more than 4,more than 7,No,No,External,more than 5,no change,1 vehicle,1995,0,0,5618
Nov,5,Wednesday,Pontiac,Urban,Dec,1,Male,Single,27,Policy Holder,Sedan - All Perils,1,1,8862,4,400,4,more than 30,more than 30,none,6 years,No,No,External,1 to 2,no change,1 vehicle,1995,1,0,5599
Apr,3,Friday,Pontiac,Urban,Apr,4,Female,Married,44,Third Party,Sedan - Collision,1,2,8863,9,400,4,none,15 to 30,none,7 years,No,No,External,none,4 to 8 years,2 vehicles,1995,2,0,5637
Jun,1,Saturday,Accura,Urban,Jun,2,Male,Married,38,Policy Holder,Utility - All Perils,2,5,8864,9,400,3,more than 30,more than 30,none,7 years,No,No,External,1 to 2,no change,1 vehicle,1995,1,0,5683
Jun,1,Thursday,Toyota,Urban,Jun,1,Male,Single,29,Third Party,Sedan - Collision,1,1,8865,11,400,4,more than 30,more than 30,2 to 4,6 years,No,No,External,1 to 2,no change,1 vehicle,1995,2,0,4665
Jun,1,Friday,Pontiac,Urban,Jun,2,Male,Married,31,Third Party,Sedan - Collision,1,1,8866,8,400,2,more than 30,more than 30,1,7 years,No,No,External,1 to 2,no change,1 vehicle,1995,2,0,5636
Jul,1,Wednesday,Mazda,Urban,Jul,2,Male,Married,28,Policy Holder,Sedan - Liability,0,1,8867,16,400,3,more than 30,more than 30,2 to 4,6 years,No,No,External,more than 5,no change,1 vehicle,1995,0,0,5377
Oct,2,Monday,Honda,Urban,Oct,2,Male,Single,32,Policy Holder,Sedan - Liability,0,1,8868,10,400,1,more than 30,more than 30,2 to 4,7 years,No,No,External,more than 5,no change,1 vehicle,1995,0,0,5518
Sep,1,Monday,VW,Urban,Sep,1,Male,Single,20,Policy Holder,Sedan - Liability,0,5,8869,10,400,1,more than 30,more than 30,2 to 4,3 years,No,No,External,3 to 5,no change,1 vehicle,1995,0,0,4602
Oct,1,Wednesday,Toyota,Urban,Nov,1,Male,Single,46,Policy Holder,Sedan - All Perils,1,1,8870,5,400,1,more than 30,more than 30,2 to 4,7 years,Yes,No,External,3 to 5,no change,1 vehicle,1995,1,0,5021
Oct,1,Monday,Pontiac,Urban,Oct,2,Male,Married,37,Policy Holder,Sedan - Liability,0,2,8871,2,400,2,more than 30,more than 30,more than 4,7 years,No,No,External,1 to 2,no change,1 vehicle,1995,0,0,5683
Jul,2,Tuesday,Honda,Urban,Jul,2,Female,Married,43,Policy Holder,Sedan - Collision,1,3,8872,1,400,4,more than 30,more than 30,2 to 4,7 years,No,No,External,more than 5,no change,1 vehicle,1995,2,0,5090
Jul,3,Thursday,Honda,Urban,Jul,3,Male,Married,38,Policy Holder,Sedan - Collision,1,1,8873,7,400,2,more than 30,more than 30,2 to 4,7 years,No,No,External,none,no change,1 vehicle,1995,2,0,5098
Dec,4,Tuesday,Toyota,Urban,Jan,1,Male,Single,27,Policy Holder,Sedan - Collision,1,1,8874,1,400,2,more than 30,more than 30,1,7 years,No,No,External,1 to 2,no change,1 vehicle,1995,2,1,5668
Oct,3,Wednesday,Mazda,Urban,Oct,3,Female,Married,37,Policy Holder,Sedan - Liability,0,1,8875,15,500,1,more than 30,more than 30,none,7 years,No,No,External,more than 5,2 to 3 years,1 vehicle,1995,0,0,5143
Dec,4,Tuesday,Honda,Urban,Jan,1,Male,Married,46,Policy Holder,Sport - Collision,0,5,8876,7,400,4,more than 30,more than 30,none,more than 7,No,No,External,none,no change,1 vehicle,1995,2,1,5016
Oct,2,Wednesday,Honda,Urban,Oct,4,Female,Single,19,Policy Holder,Sedan - Collision,1,1,8877,15,400,3,more than 30,more than 30,none,2 years,Yes,No,External,none,no change,1 vehicle,1995,2,0,5479
Dec,5,Wednesday,Pontiac,Rural,Jan,1,Male,Married,32,Policy Holder,Sedan - All Perils,1,1,8878,8,400,1,more than 30,more than 30,1,7 years,No,No,External,1 to 2,no change,1 vehicle,1995,1,1,6286
Feb,1,Wednesday,Honda,Urban,Feb,1,Male,Married,41,Policy Holder,Sedan - Collision,1,1,8879,9,400,2,more than 30,more than 30,2 to 4,7 years,No,No,External,3 to 5,no change,1 vehicle,1995,2,0,4779
Nov,1,Saturday,Mazda,Urban,Feb,4,Male,Married,54,Policy Holder,Sedan - Collision,1,2,8880,13,400,3,more than 30,more than 30,1,7 years,No,No,External,1 to 2,no change,1 vehicle,1995,2,0,5222
Dec,5,Wednesday,Honda,Urban,Jan,2,Male,Single,29,Third Party,Sedan - Collision,1,1,8881,4,400,2,more than 30,more than 30,2 to 4,7 years,No,No,External,none,no change,1 vehicle,1995,2,0,5227
Sep,2,Friday,Pontiac,Urban,Sep,3,Male,Married,29,Policy Holder,Sedan - All Perils,1,1,8882,2,400,4,more than 30,more than 30,none,4 years,No,No,External,none,no change,1 vehicle,1995,1,0,7149
Jun,2,Friday,Toyota,Urban,Jun,2,Male,Married,46,Policy Holder,Sedan - Liability,0,1,8883,3,400,4,more than 30,more than 30,more than 4,more than 7,No,No,External,none,no change,1 vehicle,1995,0,0,4032
Jun,1,Saturday,Mazda,Urban,Jun,1,Male,Married,80,Policy Holder,Sedan - Liability,0,5,8884,4,400,4,more than 30,more than 30,1,more than 7,No,No,External,none,4 to 8 years,2 vehicles,1995,0,0,5718
Jun,1,Thursday,Chevrolet,Urban,Jun,1,Male,Single,55,Policy Holder,Sedan - Liability,0,5,8885,1,400,2,more than 30,more than 30,1,more than 7,No,No,External,more than 5,no change,1 vehicle,1995,0,0,7466
May,4,Tuesday,Honda,Urban,May,4,Male,Single,45,Third Party,Sedan - All Perils,1,1,8886,9,400,4,more than 30,more than 30,2 to 4,7 years,No,No,External,none,no change,1 vehicle,1995,1,0,7539
Nov,3,Thursday,Pontiac,Urban,Nov,4,Male,Married,48,Policy Holder,Sedan - Liability,0,1,8887,10,400,1,more than 30,more than 30,none,7 years,No,No,External,3 to 5,no change,1 vehicle,1995,0,0,5367
Dec,5,Wednesday,Accura,Urban,Jan,1,Male,Married,46,Third Party,Sedan - All Perils,1,2,8888,10,400,2,more than 30,more than 30,1,7 years,No,No,External,none,no change,1 vehicle,1995,1,0,5080
Sep,1,Tuesday,Pontiac,Urban,Sep,2,Male,Married,26,Policy Holder,Sedan - Collision,1,1,8889,2,400,2,more than 30,more than 30,1,7 years,No,No,External,more than 5,no change,1 vehicle,1995,2,0,4674
Sep,1,Saturday,VW,Rural,Sep,1,Male,Single,26,Third Party,Sedan - Liability,0,3,8890,14,400,1,more than 30,more than 30,2 to 4,7 years,No,No,External,more than 5,no change,1 vehicle,1995,0,0,5942
May,4,Monday,Pontiac,Urban,May,5,Male,Married,46,Third Party,Sedan - Collision,1,2,8891,13,400,3,more than 30,more than 30,2 to 4,7 years,No,No,External,none,no change,1 vehicle,1995,2,0,4864
May,1,Thursday,Honda,Rural,May,1,Male,Married,36,Policy Holder,Sedan - Liability,0,1,8892,3,400,4,more than 30,more than 30,1,7 years,No,No,External,more than 5,no change,1 vehicle,1995,0,0,5124
Apr,1,Friday,Honda,Rural,Apr,1,Male,Single,0,Policy Holder,Sedan - Liability,0,5,8893,6,400,1,more than 30,more than 30,none,new,No,No,External,none,no change,1 vehicle,1995,0,0,6307
Mar,5,Tuesday,Pontiac,Urban,Apr,2,Male,Married,33,Policy Holder,Sedan - Collision,1,2,8894,9,400,1,more than 30,more than 30,2 to 4,6 years,No,No,External,more than 5,no change,1 vehicle,1995,2,0,5320
Mar,2,Wednesday,Saab,Urban,Mar,2,Male,Married,57,Third Party,Sedan - Collision,1,5,8895,3,400,3,more than 30,more than 30,more than 4,more than 7,No,No,External,1 to 2,no change,1 vehicle,1995,2,0,5286
Dec,3,Saturday,Ford,Urban,Dec,3,Male,Married,79,Policy Holder,Sedan - All Perils,1,3,8896,15,400,2,more than 30,more than 30,none,more than 7,No,No,External,3 to 5,no change,1 vehicle,1995,1,0,4939
Nov,1,Monday,Chevrolet,Urban,Nov,2,Male,Married,43,Policy Holder,Sedan - All Perils,1,5,8897,8,400,2,more than 30,more than 30,2 to 4,7 years,No,No,External,more than 5,no change,1 vehicle,1995,1,0,5525
Nov,1,Monday,Toyota,Urban,Nov,1,Male,Married,33,Policy Holder,Sedan - Collision,1,1,8898,5,400,1,more than 30,more than 30,2 to 4,6 years,No,No,External,none,no change,3 to 4,1995,2,0,4863
Sep,2,Monday,Mazda,Urban,Sep,2,Male,Single,23,Policy Holder,Sedan - Liability,0,1,8899,5,400,4,more than 30,more than 30,none,5 years,No,No,External,none,no change,1 vehicle,1995,0,0,4798
Apr,4,Thursday,Pontiac,Urban,May,2,Male,Married,30,Policy Holder,Sedan - Collision,1,1,8900,2,400,2,more than 30,more than 30,none,7 years,No,No,External,none,no change,1 vehicle,1995,2,0,5172
Apr,3,Monday,Honda,Urban,Apr,3,Male,Married,38,Policy Holder,Sedan - Liability,0,2,8901,5,400,1,more than 30,more than 30,2 to 4,7 years,No,No,External,more than 5,no change,1 vehicle,1995,0,0,5660
Mar,4,Sunday,Pontiac,Urban,Apr,1,Male,Married,56,Third Party,Sedan - All Perils,1,2,8902,6,400,2,more than 30,more than 30,1,more than 7,No,No,External,none,no change,1 vehicle,1995,1,0,5342
Mar,3,Friday,Mazda,Urban,Mar,4,Male,Single,21,Third Party,Sedan - Collision,1,1,8903,8,400,2,more than 30,more than 30,1,5 years,No,No,External,3 to 5,no change,1 vehicle,1995,2,0,5662
Mar,3,Wednesday,Mazda,Urban,Mar,3,Male,Married,42,Policy Holder,Sedan - Liability,0,2,8904,2,400,1,more than 30,more than 30,2 to 4,7 years,No,No,External,1 to 2,no change,1 vehicle,1995,0,0,5353
Oct,3,Sunday,Toyota,Urban,Oct,3,Male,Married,34,Policy Holder,Sedan - Collision,1,1,8905,8,400,2,more than 30,more than 30,none,5 years,No,No,External,3 to 5,4 to 8 years,2 vehicles,1995,2,0,5375
Oct,3,Monday,Chevrolet,Urban,Oct,3,Male,Married,44,Third Party,Sedan - All Perils,1,1,8906,14,400,3,more than 30,more than 30,1,6 years,No,No,External,more than 5,no change,1 vehicle,1995,1,0,6991
Oct,2,Tuesday,Chevrolet,Urban,Oct,2,Male,Single,34,Policy Holder,Sedan - Collision,1,1,8907,16,400,4,more than 30,more than 30,2 to 4,6 years,No,No,External,none,no change,1 vehicle,1995,2,0,6498
Sep,4,Sunday,Mazda,Urban,Sep,5,Male,Single,30,Policy Holder,Sedan - Collision,1,1,8908,9,400,1,more than 30,more than 30,1,7 years,No,No,External,3 to 5,no change,1 vehicle,1995,2,0,4493
Sep,4,Wednesday,Pontiac,Urban,Sep,4,Male,Married,47,Policy Holder,Sedan - Collision,1,5,8909,4,400,4,more than 30,more than 30,1,7 years,No,No,External,1 to 2,no change,1 vehicle,1995,2,0,6183
Sep,3,Tuesday,Mazda,Urban,Sep,4,Male,Single,34,Policy Holder,Sedan - Liability,0,1,8910,7,400,4,more than 30,more than 30,2 to 4,6 years,No,No,External,none,no change,1 vehicle,1995,0,0,5443
Aug,2,Thursday,Toyota,Rural,Aug,2,Male,Single,34,Policy Holder,Sedan - Collision,1,1,8911,7,400,2,more than 30,more than 30,2 to 4,6 years,No,No,External,more than 5,no change,1 vehicle,1995,2,0,6173
